work_order_id,aircraft_id,primary_part_id,lead_technician_id,wo_type,status,open_date,close_date,planned_duration_days,actual_duration_days,delay_days,delay_reason,labour_hours,labour_cost_inr,parts_cost_inr,overhead_cost_inr,defect_code,ata_chapter,findings_summary,nrc_raised
WO000412,AC005,PT0169,TEC041,Scheduled C-Check,Closed,2024-05-09,2024-06-25,40,47,7.0,No Delay,401.7,1768623.96,1245013.45,382769.69,DFT-39DH,25,Dark personal have southern former learn design fact.,False
WO000413,AC008,PT0090,TEC034,Unscheduled AOG,Closed,2023-11-15,2023-11-17,3,2,0.0,No Delay,14.6,30141.07,4897631.22,602284.93,DFT-95HD,66,Remain direction type join wish put leader protect kitchen the kind.,False
WO000414,AC025,PT0093,TEC023,Scheduled A-Check,In Progress,2024-09-29,,12,11,0.0,No Delay,136.5,564642.56,2762195.74,534778.26,DFT-93AF,71,Kind down item foreign story several pretty officer agree.,False
WO000415,AC004,PT0190,TEC046,Component Overhaul,Closed,2024-09-03,2024-09-21,25,18,0.0,No Delay,74.1,236129.03,785901.5,115118.29,DFT-51DE,69,Believe again sure inside under unit option remember guess door off.,True
WO000416,AC015,PT0157,TEC041,Modification SB,Closed,2024-05-06,2024-05-11,9,5,0.0,No Delay,46.3,127593.72,2348642.44,318646.94,DFT-95GD,74,Wait maybe friend send make ball without how stop window type throughout.,True
WO000417,AC006,PT0147,TEC036,Line Maintenance,Cancelled,2023-09-18,,4,6,1.5,No Delay,84.9,298306.94,392699.13,85687.29,DFT-62EH,79,Great worry discussion reason force air official old purpose such draw break direction.,False
WO000418,AC040,PT0098,TEC059,Line Maintenance,Deferred,2022-01-22,,4,3,0.0,No Delay,29.3,93482.56,4989792.58,959763.28,DFT-50AC,73,Citizen others Congress this little door build during pressure.,True
WO000419,AC039,PT0022,TEC039,Modification SB,In Progress,2024-05-20,,9,14,5.0,Weather Hold,114.0,511221.52,3309258.81,733707.57,DFT-18JH,48,According everything question similar general affect which seat increase.,True
WO000420,AC008,PT0174,TEC059,Scheduled C-Check,Closed,2024-12-08,2025-01-01,40,24,0.0,No Delay,201.7,435664.09,1772924.75,232102.05,DFT-88EJ,63,Black less expect scene air deal to big.,True
WO000421,AC033,PT0019,TEC060,Unscheduled AOG,Closed,2022-08-30,2022-09-03,3,4,1.0,No Delay,30.1,71495.87,3692748.35,590550.42,DFT-15FA,49,Eye order range help letter reach international pressure number around note.,False
WO000422,AC001,PT0052,TEC028,Unscheduled AOG,Closed,2022-04-28,2022-05-03,3,5,2.0,No Delay,47.6,124024.03,544748.64,90265.7,DFT-13EH,51,May a three tell outside stay although.,True
WO000423,AC024,PT0154,TEC024,Component Overhaul,In Progress,2022-06-23,,25,38,13.0,No Delay,222.1,474044.72,2442186.65,337008.56,DFT-17EG,47,Only citizen seat rich television hotel.,True
WO000424,AC008,PT0098,TEC019,Scheduled A-Check,Closed,2023-07-06,2023-07-22,12,16,4.0,Awaiting Inspection Sign-off,225.2,503761.73,1775151.51,326787.08,DFT-05CD,22,Say within figure available wish theory option model compare.,True
WO000425,AC027,PT0251,TEC036,Line Maintenance,Deferred,2024-03-19,,4,6,1.5,No Delay,88.9,198499.81,1002969.7,177732.78,DFT-39DE,51,Daughter nearly upon college pass stay scientist this approach join officer will.,True
wo000426,AC016,PT0027,TEC044,Line Maintenance,In Progress,2023-10-28,,4,7,2.5,No Delay,39.0,171043.56,3965637.65,465841.42,DFT-92CH,73,Decide resource around and system food benefit move player trial paper example.,False
WO000427,AC033,PT0096,TEC016,Component Overhaul,Deferred,2024-05-29,,25,10,0.0,No Delay,92.1,237761.67,2434786.93,470609.06,DFT-06IG,37,Different when billion think meet peace nearly partner building expect.,True
WO000428,AC013,PT0077,TEC015,Modification SB,Closed,2023-06-24,2023-07-07,9,13,4.0,Awaiting Inspection Sign-off,180.0,420428.46,3535239.89,715957.17,DFT-33HA,27,Picture cold court quickly agency rock.,True
WO000429,AC020,PT0119,TEC015,Scheduled A-Check,Closed,2024-04-01,2024-04-10,12,9,0.0,No Delay,136.3,402223.76,"₹3,086,172.12",380561.47,DFT-81FH,41,Be go thank need direction husband again very knowledge.,False
WO000430,AC021,PT0025,TEC012,Scheduled A-Check,In Progress,2024-09-08,,12,12,0.0,No Delay,140.7,368856.72,1353537.99,220562.28,DFT-35EF,22,More Mrs them study far remember never.,True
WO000431,AC024,PT0172,TEC020,Modification SB,Deferred,2022-04-17,,9,8,0.0,No Delay,52.3,160799.33,4543325.05,517811.99,DFT-06FD,27,Three discussion will shake none nice current authority list you actually.,True
WO000432,AC016,PT0142,TEC014,Modification SB,In Progress,2022-01-28,,9,15,6.0,Engineering Query,215.2,579807.27,3709047.59,583878.25,DFT-80HA,57,Soon military respond event security pick.,False
WO000433,AC029,PT0051,TEC005,Scheduled A-Check,Closed,2022-06-28,2022-07-14,12,16,4.0,Weather Hold,206.6,439016.06,2936941.67,645542.82,DFT-15GE,80,Force skill always sing site local business north.,False
WO000434,AC036,PT0178,TEC058,Modification SB,Closed,2023-09-10,2023-09-25,9,15,6.0,Manpower Shortage,96.4,361121.88,228617.42,70279.63,DFT-74JE,43,Senior TV popular parent positive put heart right few improve heavy.,False
WO000435,AC019,PT0024,TEC037,Line Maintenance,Closed,2022-08-29,2022-09-06,4,8,3.5,Awaiting Inspection Sign-off,72.2,311513.92,2524308.44,289785.57,DFT-81HH,23,Around financial hard clear feeling mind middle strong.,True
WO000436,AC012,PT0002,TEC011,Line Maintenance,Deferred,2024-03-25,,4,2,0.0,No Delay,12.0,45923.58,1926910.6,351040.62,DFT-18JA,56,Decade soldier him close mouth like special Republican bad no entire event.,True
WO000437,AC011,PT0115,TEC003,Component Overhaul,Closed,2022-01-19,2022-02-14,25,26,1.0,No Delay,324.8,1045108.2,1524016.76,313519.65,DFT-00DG,54,Deal professional note popular within TV green system land range.,True
WO000438,AC014,PT0274,TEC008,Scheduled A-Check,Deferred,2023-08-21,,12,8,0.0,No Delay,122.4,312112.97,"₹673,527.25",184648.15,DFT-00HD,20,Born type join top court read consumer within.,False
WO000439,AC001,PT0183,TEC015,Unscheduled AOG,Closed,2024-01-26,2024-01-31,3,5,2.0,No Delay,35.8,77354.9,4492695.44,591773.69,DFT-01DA,66,Let they provide rest term job game allow.,False
WO000440,AC017,PT0283,TEC014,Unscheduled AOG,Closed,2022-12-28,2023-01-02,3,5,2.0,No Delay,59.4,246126.94,4695694.36,782419.4,DFT-87AF,72,Material morning read wrong family break.,False
WO000441,AC024,PT0076,TEC058,Unscheduled AOG,Closed,2023-03-28,2023-03-30,3,2,0.0,No Delay,22.0,87579.34,3766959.51,445446.5,DFT-27AE,50,Give often put recent affect ground place health property her.,True
WO000442,AC020,PT0084,TEC057,Scheduled C-Check,Closed,2024-10-12,2024-11-12,40,31,0.0,No Delay,427.4,972548.05,2852593.35,743360.79,DFT-45HB,31,Chance whom forward serious him between later strategy peace according office huge.,False
WO000443,AC001,PT0052,TEC025,Scheduled A-Check,Closed,2023-01-20,2023-01-27,12,7,0.0,No Delay,63.8,193222.46,3229142.6,479988.17,DFT-26BA,44,Film everything candidate foreign energy media material natural despite language art never.,True
WO000444,AC001,PT0055,TEC035,Scheduled A-Check,Cancelled,2022-08-14,,12,16,4.0,Manpower Shortage,243.5,525201.11,3852886.95,554991.17,DFT-12EH,67,Last approach movement worker kind conference share three.,False
WO000445,AC018,PT0279,TEC008,Scheduled C-Check,Closed,2022-06-24,2022-08-13,40,50,10.0,No Delay,655.8,2760559.79,4079169.96,894216.0,DFT-65ED,21,Could product official maybe beautiful take fact hit should wait toward blue.,True
WO000446,AC010,PT0181,TEC042,Component Overhaul,Closed,2022-07-30,2022-08-12,25,13,0.0,No Delay,131.8,534910.98,"₹717,756.78",239530.99,DFT-55BB,38,Wall factor majority away change wish tell camera enough collection happen.,True
WO000447,AC022,PT0061,TEC024,Modification SB,Deferred,2024-02-27,,9,4,0.0,No Delay,39.6,177212.92,1130367.06,255823.64,DFT-33DI,79,News business but yeah gun dog present record.,True
WO000448,AC040,PT0147,TEC023,Component Overhaul,Closed,2022-03-30,2022-04-14,25,15,0.0,No Delay,137.2,370999.64,915013.78,183288.36,DFT-86HD,76,Clear notice star away perform stay sell local leader.,True
WO000449,AC010,PT0076,TEC021,Line Maintenance,Deferred,2023-07-10,,4,6,1.5,No Delay,91.2,363791.55,"₹3,559,420.34",422282.56,DFT-49DF,29,Country determine safe material appear show particularly brother.,False
WO000450,AC009,PT0094,TEC050,Modification SB,Cancelled,2024-07-03,,9,15,6.0,Engineering Query,235.7,942694.96,574688.53,216599.39,DFT-55ED,44,Impact usually tax travel line either sort seven garden service operation field low sometimes.,False
WO000451,AC025,PT0215,TEC036,Line Maintenance,Closed,2023-10-16,2023-10-24,4,8,3.5,Awaiting Inspection Sign-off,98.6,287680.26,3969572.94,567689.88,DFT-35BG,51,Mean heavy can fish though agree.,False
WO000452,AC006,PT0121,TEC024,Component Overhaul,Cancelled,2024-12-26,,25,17,0.0,No Delay,146.5,493500.29,2114985.4,411586.81,DFT-42BB,20,Same real role add save country follow seat something down environmental leave seek.,True
WO000453,AC009,PT0151,TEC030,Unscheduled AOG,In Progress,2022-02-05,,3,4,1.0,No Delay,62.0,265759.35,307291.18,77324.43,DFT-04AC,29,Section blue professor oil world collection color do Mr collection.,False
wo000454,AC028,PT0191,TEC004,Scheduled C-Check,Cancelled,2023-05-12,,40,34,0.0,No Delay,158.8,344923.69,4810639.41,878488.8,DFT-55EA,64,Right kid process despite arm could room teach term soon music southern.,True
WO000455,AC010,PT0094,TEC031,Line Maintenance,Cancelled,2022-06-01,,4,3,0.0,No Delay,13.1,36498.69,404176.53,47463.6,DFT-30BD,67,Tend talk respond painting long book race attack gun.,True
WO000456,AC003,PT0089,TEC033,Modification SB,Closed,2024-12-16,2024-12-26,9,10,1.0,No Delay,89.4,242346.4,3909170.57,703784.68,DFT-13CA,30,Even choose opportunity away finally home research product least not try partner eight.,True
WO000457,AC018,PT0048,TEC034,Line Maintenance,Deferred,2024-03-22,,4,8,3.5,Awaiting Inspection Sign-off,85.2,344182.37,4596559.65,742036.43,DFT-26AF,44,They student that smile claim only then worker budget health structure.,True
WO000458,AC030,PT0245,TEC021,Line Maintenance,In Progress,2023-03-10,,4,1,0.0,No Delay,6.6,15153.42,3732518.73,584372.38,DFT-82BA,61,Anyone impact top century reduce support great ask add house party they.,False
WO000459,AC002,PT0123,TEC019,Scheduled C-Check,Closed,2024-02-19,2024-04-02,40,43,3.0,No Delay,505.7,1176143.2,550920.4,186144.4,DFT-68CI,30,Team small room maintain blue election hair local team pressure laugh.,True
WO000460,AC037,PT0290,TEC003,Scheduled C-Check,In Progress,2022-05-14,,40,20,0.0,No Delay,261.6,689217.72,"₹2,762,939.97",565597.71,DFT-20DH,56,Decide court military charge stop smile citizen.,False
WO000461,AC026,PT0183,TEC009,Scheduled A-Check,Closed,2022-04-04,2022-04-11,12,7,0.0,No Delay,107.3,195596.37,1789679.23,254592.18,DFT-66GJ,64,Walk box resource where soldier control effect six magazine create natural.,True
WO000462,AC003,PT0149,TEC011,Line Maintenance,Deferred,2023-11-10,,4,2,0.0,No Delay,20.1,78242.52,128189.7,37076.66,DFT-05EE,29,Note participant everybody single physical good.,False
WO000463,AC034,PT0268,TEC060,Modification SB,Closed,2022-06-11,2022-06-25,9,14,5.0,No Delay,94.9,226075.28,3410484.09,414881.47,DFT-30IC,69,Poor mean hit plant where expect case describe need course.,False
WO000464,AC014,PT0039,TEC010,Scheduled C-Check,Closed,2024-07-05,2024-08-12,40,38,0.0,No Delay,316.3,1300332.04,2160198.21,654275.51,DFT-00AG,56,Minute anything meet man audience section fund between school still down painting.,False
WO000465,AC011,PT0152,TEC011,Scheduled A-Check,Closed,2022-07-19,2022-08-06,12,18,6.0,Engineering Query,260.0,852089.51,4845046.12,1014913.67,DFT-75FF,24,Cultural place politics into low figure decide senior move perform theory experience join.,False
WO000466,AC009,PT0064,TEC037,Unscheduled AOG,Closed,2024-01-15,2024-01-16,3,1,0.0,No Delay,6.2,24082.28,1297141.06,194650.68,DFT-12DE,51,Present majority run officer special fire five so politics three owner participant.,True
WO000467,AC024,PT0043,TEC044,Unscheduled AOG,Closed,2024-01-15,2024-01-19,3,4,1.0,No Delay,57.1,244175.49,653631.35,122706.16,DFT-78IE,46,Never cold across offer clearly action.,False
WO000468,AC007,PT0149,TEC025,Modification SB,Closed,2023-06-23,2023-07-05,9,12,3.0,No Delay,188.8,368926.23,3955047.28,734965.36,DFT-50BB,30,Property under work interest measure foot final threat away most.,False
WO000469,AC007,PT0204,TEC050,Scheduled C-Check,Closed,2022-05-30,2022-07-18,40,49,9.0,Awaiting Inspection Sign-off,589.5,1616487.11,2347758.6,608557.6,DFT-24IG,47,Foreign leg affect everyone include he road first around audience other.,True
WO000470,AC035,PT0080,TEC031,Unscheduled AOG,Closed,2024-04-02,2024-04-05,3,3,0.0,No Delay,24.3,83392.68,1071049.58,201021.27,DFT-27DF,29,There with treat involve network attack me never gas rich though.,True
WO000471,AC002,PT0217,TEC018,Component Overhaul,Closed,2023-10-18,2023-11-16,25,29,4.0,Awaiting Inspection Sign-off,385.4,758652.46,4044582.57,859567.31,DFT-28DI,36,Herself season garden contain place stand may deep line kind human everybody.,True
WO000472,AC017,PT0095,TEC054,Scheduled C-Check,Closed,2022-06-21,2022-07-28,40,37,0.0,No Delay,327.9,854346.52,3563911.44,826783.81,DFT-14EE,23,Stage up later natural dinner gas.,True
WO000473,AC028,PT0182,TEC059,Unscheduled AOG,Cancelled,2024-05-27,,3,3,0.0,No Delay,17.9,49100.52,2101314.38,317293.59,DFT-22JH,64,Down all still dark sign program over the quality care development serve gun.,False
WO000474,AC021,PT0008,TEC010,Component Overhaul,Cancelled,2022-01-21,,25,38,13.0,Weather Hold,424.3,852878.44,3343132.82,678290.41,DFT-53FD,77,Myself prove cup catch part describe walk visit have international six skin.,False
WO000475,AC009,PT0231,TEC041,Line Maintenance,Cancelled,2022-10-30,,4,6,1.5,No Delay,32.2,142289.72,"₹2,037,869.32",331534.98,DFT-94JG,57,Most trip memory employee student collection seat surface reflect of speech pull despite.,True
WO000476,AC037,PT0008,TEC024,Scheduled C-Check,Deferred,2022-03-16,,40,32,0.0,No Delay,289.3,947293.41,838844.13,246050.55,DFT-09CC,72,Environmental best pull whose way edge share add practice step agent story fall.,False
WO000477,AC035,PT0219,TEC034,Unscheduled AOG,Closed,2022-02-03,2022-02-08,3,5,2.0,No Delay,69.1,147653.74,2500662.01,529411.08,DFT-81JF,68,Change over single of just military main good before.,False
WO000478,AC028,PT0146,TEC045,Scheduled C-Check,Closed,2022-08-21,2022-10-07,40,47,7.0,Weather Hold,398.4,1311705.96,821659.12,306324.81,DFT-44CD,59,Once form save buy guy Democrat hot.,True
WO000479,AC029,PT0258,TEC038,Scheduled A-Check,Closed,2022-06-29,2022-07-15,12,16,4.0,Weather Hold,67.2,290152.21,527339.76,143056.49,DFT-67GA,71,Necessary ground agreement good part who understand.,True
WO000480,AC030,PT0212,TEC059,Line Maintenance,Closed,2023-08-17,2023-08-21,4,4,0.0,No Delay,53.3,175319.02,581360.52,140465.65,DFT-24DF,72,Decision blood last election night whom issue.,False
WO000481,AC016,PT0003,TEC058,Unscheduled AOG,Cancelled,2022-01-16,,3,2,0.0,No Delay,20.2,50955.4,3296822.39,437687.36,DFT-39HD,78,Political be even protect article person stage wrong majority bad wall within political.,False
WO000482,AC037,PT0221,TEC016,Scheduled A-Check,Closed,2022-03-08,2022-03-16,12,8,0.0,No Delay,107.9,439161.41,2599626.6,529127.57,DFT-46JG,55,Training where third network half music wait check.,False
WO000483,AC012,PT0207,TEC058,Component Overhaul,Deferred,2023-01-30,,25,22,0.0,No Delay,306.7,1215634.72,2893489.54,463866.9,DFT-56EI,40,Own policy war peace middle personal.,True
WO000484,AC036,PT0082,TEC021,Scheduled C-Check,Closed,2024-06-14,2024-07-12,40,28,0.0,No Delay,281.4,986276.3,3923563.66,904898.59,DFT-91CD,33,Over value color computer huge school market ok pressure how provide.,True
WO000485,AC025,PT0013,TEC048,Scheduled A-Check,Closed,2022-07-11,2022-07-17,12,6,0.0,No Delay,69.3,235750.15,148813.49,65667.16,DFT-67FI,66,Store key generation parent ready finish your mother from safe.,True
WO000486,AC025,PT0134,TEC043,Modification SB,Deferred,2024-07-18,,9,15,6.0,Manpower Shortage,124.5,304682.51,4490567.11,621906.72,DFT-65HF,23,Radio drug minute other population generation worry opportunity likely few.,False
WO000487,AC019,PT0135,TEC058,Scheduled C-Check,Deferred,2022-06-19,,40,21,0.0,No Delay,244.9,823906.63,526061.96,196977.66,DFT-42FD,31,Front green born common professor ask look.,True
WO000488,AC005,PT0108,TEC044,Line Maintenance,Cancelled,2022-06-08,,4,6,1.5,No Delay,89.7,211828.85,512351.88,130022.41,DFT-89JC,46,Chance suggest he east market land live new true.,False
WO000489,AC022,PT0178,TEC031,Modification SB,Closed,2023-10-05,2023-10-20,9,15,6.0,Part AOG,89.0,231990.82,4519154.47,788531.62,DFT-08IF,59,But us meet response add be.,True
WO000490,AC024,PT0059,TEC058,Component Overhaul,Deferred,2022-11-21,,25,18,0.0,No Delay,272.1,631457.63,157480.66,80711.4,DFT-76HH,33,Bank camera lay people whether red pressure matter assume.,True
WO000491,AC036,PT0151,TEC030,Scheduled C-Check,Closed,2023-11-02,2023-11-27,40,25,0.0,No Delay,318.3,1380654.86,1345276.76,403867.18,DFT-24ID,67,Piece recognize describe coach real nothing woman every prove military analysis.,False
WO000492,AC038,PT0160,TEC011,Component Overhaul,Closed,2024-06-12,2024-07-21,25,39,14.0,No Delay,246.3,558359.81,3438416.71,754317.58,DFT-29JA,70,Positive happy final spend various add prove decide.,True
WO000493,AC023,PT0192,TEC058,Line Maintenance,Closed,2024-09-26,2024-10-03,4,7,2.5,No Delay,78.1,197867.88,1600555.95,199186.07,DFT-99EG,60,Across identify attack wide difficult production rate can series.,True
WO000494,AC002,PT0059,TEC012,Scheduled C-Check,Closed,2024-07-09,2024-08-30,40,52,12.0,No Delay,365.9,1063481.88,3023371.66,767205.44,DFT-57IH,71,Recently theory foreign watch large born hot choose reason find however.,False
WO000495,AC001,PT0169,TEC014,Scheduled C-Check,Closed,2024-05-29,2024-07-03,40,35,0.0,No Delay,170.5,609329.06,1866101.78,440506.52,DFT-23IB,49,Production per up memory professor total computer cut plant management family day.,False
WO000496,AC005,PT0294,TEC058,Component Overhaul,Closed,2023-04-22,2023-05-14,25,22,0.0,No Delay,162.9,386541.0,1095142.46,231284.67,DFT-86JJ,61,Probably wall threat help talk risk drive our.,False
WO000497,AC029,PT0088,TEC039,Unscheduled AOG,Cancelled,2024-06-10,,3,3,0.0,No Delay,19.1,36940.95,2474731.97,262919.87,DFT-64BI,40,Husband set far soon work evidence game myself they we line any factor.,False
WO000498,AC026,PT0019,TEC058,Component Overhaul,Closed,2023-04-30,2023-05-19,25,19,0.0,No Delay,80.1,313585.51,2883036.11,321147.64,DFT-65JA,54,Who official despite everything subject campaign benefit Republican manage according.,True
WO000499,AC006,PT0285,TEC050,Modification SB,Closed,2023-11-22,2023-11-26,9,4,0.0,No Delay,38.6,155966.99,2081243.56,291060.71,DFT-36ID,40,Community cause role authority wide much ball situation.,False
WO000500,AC004,PT0006,TEC009,Line Maintenance,Closed,2022-04-07,2022-04-15,4,8,3.5,Awaiting Inspection Sign-off,79.4,280358.4,4553254.38,890871.4,DFT-94FH,26,City most bag computer responsibility board matter.,False
WO000501,AC004,PT0133,TEC057,Scheduled C-Check,Closed,2024-06-11,2024-07-06,40,25,0.0,No Delay,157.3,666345.85,1850708.87,478965.46,DFT-60FG,70,Consider student amount owner less feel democratic manager own husband recently.,True
WO000502,AC038,PT0236,TEC008,Scheduled A-Check,Closed,2022-08-15,2022-08-22,12,7,0.0,No Delay,50.2,183600.89,3960222.87,571663.89,DFT-33BE,28,Would shoulder color chance interview risk how level world several perhaps one.,False
WO000503,AC018,PT0165,TEC050,Component Overhaul,Cancelled,2022-10-31,,25,40,15.0,No Delay,589.8,2075883.58,3344493.9,824853.37,DFT-64HF,66,Similar heavy nothing yourself never laugh lawyer federal southern share opportunity reality.,False
WO000504,AC005,PT0039,TEC032,Scheduled A-Check,Closed,2023-04-08,2023-04-26,12,18,6.0,Awaiting Inspection Sign-off,136.0,275202.06,2796991.02,575382.54,DFT-19GH,23,Economy clearly court again six run.,True
WO000505,AC021,PT0160,TEC046,Modification SB,Closed,2022-01-27,2022-02-06,9,10,1.0,No Delay,138.2,318879.51,531628.24,102797.59,DFT-36AF,49,Author yes recently wait population between too upon.,True
WO000506,AC005,PT0143,TEC028,Scheduled A-Check,Closed,2024-10-30,2024-11-08,12,9,0.0,No Delay,135.0,383542.36,2267635.15,429617.5,DFT-00BI,30,Help state continue price by I manage knowledge their party hard.,False
WO000507,AC029,PT0181,TEC017,Scheduled C-Check,Closed,2022-07-29,2022-08-24,40,26,0.0,No Delay,336.4,824018.07,"₹4,471,549.29",628599.61,DFT-27FB,27,Back go student born difficult day part natural billion one employee task.,True
wo000508,AC025,PT0217,TEC013,Line Maintenance,Closed,2023-12-27,2023-12-30,4,3,0.0,No Delay,26.3,77934.55,1675360.13,252709.48,DFT-98IB,38,Doctor make short risk suffer or necessary.,True
WO000509,AC015,PT0059,TEC004,Scheduled C-Check,In Progress,2024-04-04,,40,37,0.0,No Delay,383.1,1200161.82,2173491.06,567165.2,DFT-85AH,77,Himself parent theory some claim standard relate return design appear.,True
WO000510,AC018,PT0254,TEC014,Scheduled C-Check,Closed,2023-06-30,2023-08-23,40,54,14.0,Weather Hold,281.5,678824.74,3104901.5,649220.57,DFT-60BD,30,Recently current after they discover benefit close prove from second foot other responsibility.,True
WO000511,AC016,PT0088,TEC021,Modification SB,Closed,2023-12-13,2023-12-27,9,14,5.0,Engineering Query,156.2,590667.51,480270.41,160987.69,DFT-87AH,63,New population whole three community white number television.,True
WO000512,AC011,PT0005,TEC039,Scheduled C-Check,Closed,2022-12-08,2023-01-26,40,49,9.0,Part AOG,279.4,512526.9,2378257.45,385646.29,DFT-65BG,42,Wide everybody wear girl for film wish page benefit.,False
WO000513,AC033,PT0086,TEC049,Line Maintenance,Cancelled,2022-01-03,,4,4,0.0,No Delay,38.7,74380.49,96780.2,28755.79,DFT-10BB,29,By your establish difference key whatever ever they.,True
WO000514,AC001,PT0181,TEC020,Unscheduled AOG,Cancelled,2022-07-24,,3,3,0.0,No Delay,28.3,107087.21,4949067.66,635730.33,DFT-90BH,65,Part return beautiful authority these find.,False
WO000515,AC015,PT0073,TEC023,Modification SB,Cancelled,2024-11-26,,9,12,3.0,No Delay,117.7,297643.42,2601351.41,475377.26,DFT-11DJ,51,Radio to traditional rise nor pull.,True
WO000516,AC035,PT0231,TEC057,Component Overhaul,Deferred,2023-05-16,,25,32,7.0,Engineering Query,501.7,1389926.64,3724381.94,610567.7,DFT-13GC,53,Evening test into always citizen I summer western what senior interview.,True
WO000517,AC022,PT0063,TEC028,Modification SB,Closed,2023-06-28,2023-07-06,9,8,0.0,No Delay,69.5,203405.27,"₹4,969,779.10",677337.08,DFT-90BC,70,Culture field bar military free owner time black part.,False
WO000518,AC011,PT0156,TEC032,Unscheduled AOG,Closed,2023-12-12,2023-12-13,3,1,0.0,No Delay,10.0,36509.22,2336924.19,272998.9,DFT-64AC,38,Like many its perform unit experience dark kitchen certain wish vote nation war.,True
WO000519,AC001,PT0026,TEC017,Scheduled A-Check,Closed,2023-08-27,2023-09-02,12,6,0.0,No Delay,39.6,159539.32,"₹625,944.47",116908.77,DFT-92GD,28,Floor position several sign deep area medical finish feel determine.,False
WO000520,AC006,PT0149,TEC015,Component Overhaul,Deferred,2023-08-04,,25,40,15.0,No Delay,529.1,1173861.23,439157.29,204961.25,DFT-32GE,22,Natural significant year available heart require since training great adult phone enter.,False
WO000521,AC037,PT0224,TEC044,Scheduled C-Check,Cancelled,2023-12-28,,40,60,20.0,Awaiting Inspection Sign-off,518.1,1490888.05,4521772.5,1138216.87,DFT-15GH,76,Poor reason late husband tell science plan wonder cold down edge answer receive.,False
WO000522,AC030,PT0280,TEC012,Modification SB,Cancelled,2022-10-13,,9,6,0.0,No Delay,42.0,122809.82,1005620.65,147259.74,DFT-46FC,44,Environmental respond decision bad grow mention great item big coach week read policy.,False
WO000523,AC030,PT0015,TEC059,Scheduled C-Check,In Progress,2022-07-16,,40,48,8.0,No Delay,591.8,1870266.11,3428964.77,719401.85,DFT-56AI,55,Minute social degree blood bill machine sign step inside.,True
WO000524,AC037,PT0151,TEC004,Scheduled A-Check,Cancelled,2024-05-12,,12,8,0.0,No Delay,91.1,238358.86,1220801.82,220655.27,DFT-43HB,68,Indeed step course white detail realize.,False
WO000525,AC007,PT0171,TEC039,Line Maintenance,Deferred,2022-09-15,,4,1,0.0,No Delay,9.6,37056.84,2594861.32,484061.87,DFT-52II,26,Teacher note easy loss home bank indicate PM administration test sea.,False
WO000526,AC036,PT0254,TEC009,Modification SB,Closed,2024-09-13,2024-09-16,9,3,0.0,No Delay,16.4,55406.86,2558996.15,448880.29,DFT-34HF,34,Like join answer option bag teach draw information rest long.,True
wo000527,AC008,PT0267,TEC007,Modification SB,Closed,2023-09-09,2023-09-23,9,14,5.0,No Delay,222.2,403830.09,2429926.17,478274.21,DFT-82CG,35,Three party morning let reason study.,True
WO000528,AC035,PT0134,TEC053,Line Maintenance,Closed,2022-08-01,2022-08-09,4,8,3.5,Manpower Shortage,69.5,298872.24,1506619.55,267884.34,DFT-17JI,59,Information floor trade nor plant subject hand vote.,False
WO000529,AC031,PT0246,TEC019,Line Maintenance,Closed,2022-09-10,2022-09-11,4,1,0.0,No Delay,6.2,24862.53,3290752.16,388184.04,DFT-51HF,38,Issue leader source member capital here conference bag likely memory mind plant use.,True
wo000530,AC030,PT0062,TEC037,Unscheduled AOG,Deferred,2024-10-06,,3,3,0.0,No Delay,26.1,96143.59,545605.84,90929.25,DFT-38HB,44,Act weight data loss rest might after top.,True
WO000531,AC030,PT0142,TEC001,Scheduled A-Check,Deferred,2023-09-13,,12,16,4.0,Weather Hold,235.5,818048.45,222732.67,198483.04,DFT-51JA,30,Third research raise their majority on success road crime maintain late nature.,False
WO000532,AC037,PT0174,TEC030,Component Overhaul,Closed,2024-10-22,2024-11-12,25,21,0.0,No Delay,311.4,1001976.29,2570095.32,419538.7,DFT-01BA,65,Past agent evidence fine drug fill necessary picture store.,True
WO000533,AC033,PT0270,TEC017,Modification SB,Closed,2023-07-25,2023-08-03,9,9,0.0,No Delay,43.4,176472.16,2423885.86,510334.57,DFT-88JF,28,Pick avoid address experience interesting stock eat store building.,False
WO000534,AC031,PT0166,TEC049,Component Overhaul,In Progress,2023-12-14,,25,36,11.0,Weather Hold,318.4,611744.68,4261635.61,564912.34,DFT-64CB,34,Suffer season six good though music claim play already politics.,True
WO000535,AC029,PT0192,TEC039,Scheduled C-Check,Deferred,2022-08-04,,40,44,4.0,Part AOG,575.1,1687430.6,331205.81,325384.73,DFT-30BI,60,Ever own necessary hit school cold everybody.,True
WO000536,AC019,PT0116,TEC013,Unscheduled AOG,Closed,2022-12-23,2022-12-27,3,4,1.0,No Delay,34.1,152425.34,2873160.51,362989.95,DFT-70DH,67,Work medical letter kind college strategy field mouth year.,True
WO000537,AC024,PT0209,TEC037,Component Overhaul,Cancelled,2024-06-07,,25,35,10.0,Part AOG,220.8,744469.47,3149287.16,649734.91,DFT-01BI,54,Part campaign sign must keep base get conference.,True
WO000538,AC009,PT0035,TEC029,Scheduled C-Check,Deferred,2023-11-29,,40,53,13.0,No Delay,527.6,2135454.59,2856146.65,735628.68,DFT-16AE,47,Market perform feeling TV long trade call sell.,False
